Country;Year;Age;Sex;Rate
Bhutan;2012;25-64;male;0,6149
Bhutan;2012;65+;female;0,0387
Bhutan;2012;65+;male;0,2428
Bolivia (Plurinational State of);2012;15-24;female;0,9883
Bolivia (Plurinational State of);2012;15-24;male;0,9916
Bolivia (Plurinational State of);2012;15+;female;0,9187
Bolivia (Plurinational State of);2012;15+;male;0,9711
Bolivia (Plurinational State of);2012;25-64;female;0,9333
Bolivia (Plurinational State of);2012;25-64;male;0,9772
Bolivia (Plurinational State of);2012;65+;female;0,6143
Bolivia (Plurinational State of);2012;65+;male;0,8515
Brazil;2012;15-24;female;0,9902
Brazil;2012;15-24;male;0,9823
Brazil;2012;15+;female;0,9162
Brazil;2012;15+;male;0,9103
Brazil;2012;25-64;female;0,929
Brazil;2012;25-64;male;0,9116
Brazil;2012;65+;female;0,7203
Brazil;2012;65+;male;0,7387
Brunei Darussalam;2012;15-24;female;0,8732
Brunei Darussalam;2012;15-24;male;0,9971
Brunei Darussalam;2012;15+;female;0,9721
Brunei Darussalam;2012;15+;male;0,5703
Brunei Darussalam;2012;25-64;female;0,9815
Brunei Darussalam;2012;25-64;male;0,4871
Brunei Darussalam;2012;65+;female;0,1494
Brunei Darussalam;2012;65+;male;0,7822
Burkina Faso;2012;15-24;female;0,99
Burkina Faso;2012;15-24;male;0,5829
Burkina Faso;2012;15+;female;0,4122
Burkina Faso;2012;15+;male;0,9446
Burkina Faso;2012;25-64;female;0,3302
Burkina Faso;2012;25-64;male;0,9551
Burkina Faso;2012;65+;female;0,723
Burkina Faso;2012;65+;male;0,1013
Cabo Verde;2012;15-24;female;0,984
Cabo Verde;2012;15-24;male;0,9787
Cabo Verde;2012;15+;female;0,805
Cabo Verde;2012;15+;male;0,9047
Cabo Verde;2012;25-64;female;0,8164
Cabo Verde;2012;25-64;male;0,9088
Cabo Verde;2012;65+;female;0,2062
Cabo Verde;2012;65+;male;0,5226
Cameroon;2012;15-24;female;0,9813
Cameroon;2012;15-24;male;0,8508
Cameroon;2012;15+;female;0,7707
Cameroon;2012;15+;male;0,8533
Cameroon;2012;25-64;female;0,7538
Cameroon;2012;25-64;male;0,861
Cameroon;2012;65+;female;0,332
Cameroon;2012;65+;male;0,406
Central African Republic;2012;15-24;female;0,7158
Central African Republic;2012;15-24;male;0,3827
Central African Republic;2012;15+;female;0,374
Central African Republic;2012;15+;male;0,492
Central African Republic;2012;25-64;female;0,3721
Central African Republic;2012;25-64;male;0,4243
Central African Republic;2012;65+;female;0,1277
Central African Republic;2012;65+;male;0,328
China;2012;15-24;female;0,4831
China;2012;15-24;male;0,9978
China;2012;15+;female;0,9684
China;2012;15+;male;0,4098
China;2012;25-64;female;0,9843
China;2012;25-64;male;0,3889
China;2012;65+;female;0,2525
China;2012;65+;male;0,8495
Colombia;2012;15-24;female;0,9987
Colombia;2012;15-24;male;0,9885
Colombia;2012;15+;female;0,9509
Colombia;2012;15+;male;0,9975
Colombia;2012;25-64;female;0,9582
Colombia;2012;25-64;male;0,9975
Colombia;2012;65+;female;0,9916
Colombia;2012;65+;male;0,8332
Comoros;2012;15-24;female;0,696
Comoros;2012;15-24;male;0,7381
Comoros;2012;15+;female;0,4264
Comoros;2012;15+;male;0,5648
Comoros;2012;25-64;female;0,3334
Comoros;2012;25-64;male;0,5271
Comoros;2012;65+;female;0,0314
Comoros;2012;65+;male;0,2186
Congo;2012;15-24;female;0,9862
Congo;2012;15-24;male;0,8205
Congo;2012;15+;female;0,803
Congo;2012;15+;male;0,9134
Congo;2012;25-64;female;0,7985
Congo;2012;25-64;male;0,9207
Congo;2012;65+;female;0,7283
Congo;2012;65+;male;0,7419
Costa Rica;2012;15-24;female;0,9209
Costa Rica;2012;15-24;male;0,9841
Costa Rica;2012;15+;female;0,95
Costa Rica;2012;15+;male;0,8675
Costa Rica;2012;25-64;female;0,953
Costa Rica;2012;25-64;male;0,8503
Costa Rica;2012;65+;female;0,602
Costa Rica;2012;65+;male;0,8584
C?te d'Ivoire;2012;15-24;female;0,3875
C?te d'Ivoire;2012;15-24;male;0,5833
C?te d'Ivoire;2012;15+;female;0,3046
C?te d'Ivoire;2012;15+;male;0,5159
C?te d'Ivoire;2012;25-64;female;0,2787
C?te d'Ivoire;2012;25-64;male;0,4988
C?te d'Ivoire;2012;65+;female;0,1357
C?te d'Ivoire;2012;65+;male;0,3624
Cuba;2012;15-24;female;0,999
Cuba;2012;15-24;male;0,9986
Cuba;2012;15+;female;0,998
Cuba;2012;15+;male;0,9971
Cuba;2012;25-64;female;0,9977
Cuba;2012;25-64;male;0,9974
Cuba;2012;65+;female;0,9917
Cuba;2012;65+;male;0,9915
Democratic Republic of the Congo;2012;15-24;female;0,7666
Democratic Republic of the Congo;2012;15-24;male;0,9105
Democratic Republic of the Congo;2012;15+;female;0,6292
Democratic Republic of the Congo;2012;15+;male;0,8791
Democratic Republic of the Congo;2012;25-64;female;0,5908
Democratic Republic of the Congo;2012;25-64;male;0,8727
Democratic Republic of the Congo;2012;65+;female;0,2082
Democratic Republic of the Congo;2012;65+;male;0,7562
Dominican Republic;2012;15-24;female;0,9777
Dominican Republic;2012;15-24;male;0,9632
Dominican Republic;2012;15+;female;0,9022
Dominican Republic;2012;15+;male;0,9008
Dominican Republic;2012;25-64;female;0,903
Dominican Republic;2012;25-64;male;0,8978
Dominican Republic;2012;65+;female;0,7158
Dominican Republic;2012;65+;male;0,7461
Ecuador;2012;15-24;female;0,9889
Ecuador;2012;15-24;male;0,9877
Ecuador;2012;15+;female;0,9095
Ecuador;2012;15+;male;0,9325
Ecuador;2012;25-64;female;0,9333
Ecuador;2012;25-64;male;0,9476
Ecuador;2012;65+;female;0,6958
Ecuador;2012;65+;male;0,7726
Egypt;2012;15-24;female;0,8605
Egypt;2012;15-24;male;0,9236
Egypt;2012;15+;female;0,6576
Egypt;2012;15+;male;0,8168
Egypt;2012;25-64;female;0,582
Egypt;2012;25-64;male;0,796
Egypt;2012;65+;female;0,285
Egypt;2012;65+;male;0,4113
Eritrea;2012;15-24;female;0,9702
Eritrea;2012;15-24;male;0,836
Eritrea;2012;15+;female;0,9016
Eritrea;2012;15+;male;0,7502
Eritrea;2012;25-64;female;0,9005
Eritrea;2012;25-64;male;0,7274
Eritrea;2012;65+;female;0,7304
Eritrea;2012;65+;male;0,4784
Gabon;2012;15-24;female;0,8943
Gabon;2012;15-24;male;0,8739
Gabon;2012;15+;female;0,7988
Gabon;2012;15+;male;0,8487
Gabon;2012;25-64;female;0,7873
Gabon;2012;25-64;male;0,8432
Gabon;2012;65+;female;0,4958
Gabon;2012;65+;male;0,7821
Ghana;2012;15-24;female;0,8928
Ghana;2012;15-24;male;0,9883
Ghana;2012;15+;female;0,7387
Ghana;2012;15+;male;0,9206
Ghana;2012;25-64;female;0,6904
Ghana;2012;25-64;male;0,9401
Ghana;2012;65+;female;0,3508
Ghana;2012;65+;male;0,732
Guatemala;2012;15-24;female;0,9194
Guatemala;2012;15-24;male;0,9547
Guatemala;2012;15+;female;0,7243
Guatemala;2012;15+;male;0,8485
Guatemala;2012;25-64;female;0,68
Guatemala;2012;25-64;male;0,8334
Guatemala;2012;65+;female;0,3087
Guatemala;2012;65+;male;0,5363
Honduras;2012;15-24;female;0,9599
Honduras;2012;15-24;male;0,94
Honduras;2012;15+;female;0,8505
Honduras;2012;15+;male;0,857
Honduras;2012;25-64;female;0,8483
Honduras;2012;25-64;male;0,8468
Honduras;2012;65+;female;0,5388
Honduras;2012;65+;male;0,6016
India;2012;15-24;female;0,9365
India;2012;15-24;male;0,885
India;2012;15+;female;0,7826
India;2012;15+;male;0,8228
India;2012;25-64;female;0,7506
India;2012;25-64;male;0,8155
India;2012;65+;female;0,4172
India;2012;65+;male;0,6056
Indonesia;2012;15-24;female;0,9628
Indonesia;2012;15-24;male;0,9498
Indonesia;2012;15+;female;0,8751
Indonesia;2012;15+;male;0,8536
Indonesia;2012;25-64;female;0,8685
Indonesia;2012;25-64;male;0,8476
Indonesia;2012;65+;female;0,5089
Indonesia;2012;65+;male;0,567
Iran (Islamic Republic of);2012;15-24;female;0,9766
Iran (Islamic Republic of);2012;15-24;male;0,9833
Iran (Islamic Republic of);2012;15+;female;0,7842
Iran (Islamic Republic of);2012;15+;male;0,8888
Iran (Islamic Republic of);2012;25-64;female;0,7835
Iran (Islamic Republic of);2012;25-64;male;0,9017
Iran (Islamic Republic of);2012;65+;female;0,2064
Iran (Islamic Republic of);2012;65+;male;0,4489
Iraq;2012;15-24;female;0,9888
Iraq;2012;15-24;male;0,894
Iraq;2012;15+;female;0,987
Iraq;2012;15+;male;0,7653
Iraq;2012;25-64;female;0,989
Iraq;2012;25-64;male;0,6995
Iraq;2012;65+;female;0,9781
Iraq;2012;65+;male;0,4204
Italy;2012;15-24;female;0,9944
Italy;2012;15-24;male;0,8354
Italy;2012;15+;female;0,9941
Italy;2012;15+;male;0,6807
Italy;2012;25-64;female;0,9944
Italy;2012;25-64;male;0,6518
Italy;2012;65+;female;0,9919
Italy;2012;65+;male;0,1504
Jordan;2012;15-24;female;0,992
Jordan;2012;15-24;male;0,99
Jordan;2012;15+;female;0,9737
Jordan;2012;15+;male;0,9844
Jordan;2012;25-64;female;0,9781
Jordan;2012;25-64;male;0,9839
Jordan;2012;65+;female;0,801
Jordan;2012;65+;male;0,955
Kenya;2012;15-24;female;0,9878
Kenya;2012;15-24;male;0,9911
Kenya;2012;15+;female;0,9551
Kenya;2012;15+;male;0,9789
Kenya;2012;25-64;female;0,9578
Kenya;2012;25-64;male;0,9809
Kenya;2012;65+;female;0,6458
Kenya;2012;65+;male;0,877
Kuwait;2012;15-24;female;0,9884
Kuwait;2012;15-24;male;0,9874
Kuwait;2012;15+;female;0,9497
Kuwait;2012;15+;male;0,9584
Kuwait;2012;25-64;female;0,9582
Kuwait;2012;25-64;male;0,9575
Kuwait;2012;65+;female;0,4857
Kuwait;2012;65+;male;0,7922
Kyrgyzstan;2012;15-24;female;0,9547
Kyrgyzstan;2012;15-24;male;0,9865
Kyrgyzstan;2012;15+;female;0,8842
Kyrgyzstan;2012;15+;male;0,9438
Kyrgyzstan;2012;25-64;female;0,8791
Kyrgyzstan;2012;25-64;male;0,9477
Kyrgyzstan;2012;65+;female;0,5592
Kyrgyzstan;2012;65+;male;0,8101
Lebanon;2012;15-24;female;0,73
Lebanon;2012;15-24;male;0,9972
Lebanon;2012;15+;female;0,607
Lebanon;2012;15+;male;0,9844
Lebanon;2012;25-64;female;0,5688
Lebanon;2012;25-64;male;0,9931
Lebanon;2012;65+;female;0,2876
Lebanon;2012;65+;male;0,9522
Madagascar;2012;15-24;female;0,753
Madagascar;2012;15-24;male;0,7841
Madagascar;2012;15+;female;0,6828
Madagascar;2012;15+;male;0,7503
Madagascar;2012;25-64;female;0,6758
Madagascar;2012;25-64;male;0,7468
Madagascar;2012;65+;female;0,38
Madagascar;2012;65+;male;0,6085
Mali;2012;15-24;female;0,7683
Mali;2012;15-24;male;0,9888
Mali;2012;15+;female;0,7157
Mali;2012;15+;male;0,9177
Mali;2012;25-64;female;0,7103
Mali;2012;25-64;male;0,9525
Mali;2012;65+;female;0,4937
Mali;2012;65+;male;0,7559
Malta;2012;15-24;female;0,9122
Malta;2012;15-24;male;0,479
Malta;2012;15+;female;0,6943
Malta;2012;15+;male;0,3452
Malta;2012;25-64;female;0,6642
Malta;2012;25-64;male;0,2896
Malta;2012;65+;female;0,3275
Malta;2012;65+;male;0,1144
Mexico;2012;15-24;female;0,9903
Mexico;2012;15-24;male;0,9872
Mexico;2012;15+;female;0,9318
Mexico;2012;15+;male;0,9539
Mexico;2012;25-64;female;0,9438
Mexico;2012;25-64;male;0,9624
Mexico;2012;65+;female;0,7182
Mexico;2012;65+;male;0,8018
Mongolia;2012;15-24;female;0,6665
Mongolia;2012;15-24;male;0,9993
Mongolia;2012;15+;female;0,4321
Mongolia;2012;15+;male;0,9734
Mongolia;2012;25-64;female;0,3308
Mongolia;2012;25-64;male;0,9692
Mongolia;2012;65+;female;0,79
Mongolia;2012;65+;male;0,0458
Montenegro;2012;15-24;female;0,9907
Montenegro;2012;15-24;male;0,983
Montenegro;2012;15+;female;0,9587
Montenegro;2012;15+;male;0,9829
Montenegro;2012;25-64;female;0,9741
Montenegro;2012;25-64;male;0,9919
Montenegro;2012;65+;female;0,9563
Montenegro;2012;65+;male;0,5839
Morocco;2012;15-24;female;0,8778
Morocco;2012;15-24;male;0,9463
Morocco;2012;15+;female;0,5913
Morocco;2012;15+;male;0,8038
Morocco;2012;25-64;female;0,5474
Morocco;2012;25-64;male;0,7911
Morocco;2012;65+;female;0,1766
Morocco;2012;65+;male;0,4973
Namibia;2012;15-24;female;0,8649
Namibia;2012;15-24;male;0,997
Namibia;2012;15+;female;0,7322
Namibia;2012;15+;male;0,9973
Namibia;2012;25-64;female;0,7041
Namibia;2012;25-64;male;0,9977
Namibia;2012;65+;female;0,996
Namibia;2012;65+;male;0,9811
Nepal;2012;15-24;female;1
Nepal;2012;15-24;male;0,9912
Nepal;2012;15+;female;0,9992
Nepal;2012;15+;male;0,991
Nepal;2012;25-64;female;0,9998
Nepal;2012;25-64;male;0,9923
Nepal;2012;65+;female;0,9788
Nepal;2012;65+;male;0,2898
Niger;2012;15-24;female;0,3164
Niger;2012;15-24;male;0,4856
Niger;2012;15+;female;0,2255
Niger;2012;15+;male;0,3906
Niger;2012;25-64;female;0,1829
Niger;2012;25-64;male;0,3519
Niger;2012;65+;female;0,0797
Niger;2012;65+;male;0,1983
Nigeria;2012;15-24;female;0,9778
Nigeria;2012;15-24;male;0,3979
Nigeria;2012;15+;female;0,9282
Nigeria;2012;15+;male;0,3056
Nigeria;2012;25-64;female;0,9297
Nigeria;2012;25-64;male;0,2653
Nigeria;2012;65+;female;0,997
Nigeria;2012;65+;male;0,1373
Oman;2012;15-24;female;0,9943
Oman;2012;15-24;male;0,9966
Oman;2012;15+;female;0,9884
Oman;2012;15+;male;0,9614
Oman;2012;25-64;female;0,9898
Oman;2012;25-64;male;0,9864
Oman;2012;65+;female;0,883
Oman;2012;65+;male;0,7901
Pakistan;2012;15-24;female;0,6447
Pakistan;2012;15-24;male;0,8029
Pakistan;2012;15+;female;0,4307
Pakistan;2012;15+;male;0,6986
Pakistan;2012;25-64;female;0,3267
Pakistan;2012;25-64;male;0,6707
Pakistan;2012;65+;female;0,0949
Pakistan;2012;65+;male;0,368
Palestine;2012;15-24;female;0,9923
Palestine;2012;15-24;male;0,9935
Palestine;2012;15+;female;0,9357
Palestine;2012;15+;male;0,9819
Palestine;2012;25-64;female;0,9305
Palestine;2012;25-64;male;0,9841
Palestine;2012;65+;female;0,3868
Palestine;2012;65+;male;0,7277
Panama;2012;15-24;female;0,9902
Panama;2012;15-24;male;0,9818
Panama;2012;15+;female;0,9441
Panama;2012;15+;male;0,942
Panama;2012;25-64;female;0,9495
Panama;2012;25-64;male;0,9441
Panama;2012;65+;female;0,7201
Panama;2012;65+;male;0,7784
Paraguay;2012;15-24;female;0,981
Paraguay;2012;15-24;male;0,9825
Paraguay;2012;15+;female;0,9359
Paraguay;2012;15+;male;0,9482
Paraguay;2012;25-64;female;0,9385
Paraguay;2012;25-64;male;0,9498
Paraguay;2012;65+;female;0,7543
Paraguay;2012;65+;male;0,8039
Peru;2012;15-24;female;0,9868
Peru;2012;15-24;male;0,9872
Peru;2012;15+;female;0,9067
Peru;2012;15+;male;0,9695
Peru;2012;25-64;female;0,9136
Peru;2012;25-64;male;0,9716
Peru;2012;65+;female;0,6326
Peru;2012;65+;male;0,8939
Portugal;2012;15-24;female;0,9929
Portugal;2012;15-24;male;0,7258
Portugal;2012;15+;female;0,9591
Portugal;2012;15+;male;0,5676
Portugal;2012;25-64;female;0,9577
Portugal;2012;25-64;male;0,4995
Portugal;2012;65+;female;0,5281
Portugal;2012;65+;male;0,255
Republic of Moldova;2012;15-24;female;0,9959
Republic of Moldova;2012;15-24;male;0,9934
Republic of Moldova;2012;15+;female;0,9892
Republic of Moldova;2012;15+;male;0,9937
Republic of Moldova;2012;25-64;female;0,997
Republic of Moldova;2012;25-64;male;0,9954
Republic of Moldova;2012;65+;female;0,9439
Republic of Moldova;2012;65+;male;0,9826
Romania;2012;15-24;female;0,9946
Romania;2012;15-24;male;0,987
Romania;2012;15+;female;0,9914
Romania;2012;15+;male;0,9384
Romania;2012;25-64;female;0,9962
Romania;2012;25-64;male;0,9429
Romania;2012;65+;female;0,9952
Romania;2012;65+;male;0,756
Rwanda;2012;15-24;female;0,8349
Rwanda;2012;15-24;male;0,8112
Rwanda;2012;15+;female;0,6466
Rwanda;2012;15+;male;0,7245
Rwanda;2012;25-64;female;0,5955
Rwanda;2012;25-64;male;0,6954
Rwanda;2012;65+;female;0,132
Rwanda;2012;65+;male;0,4167
Samoa;2012;15-24;male;0,9767
Samoa;2012;15+;female;0,9287
Samoa;2012;15+;male;0,9789
Samoa;2012;25-64;female;0,9354
Samoa;2012;25-64;male;0,8412
Samoa;2012;25-64;male;0,99
Samoa;2012;65+;female;0,7596
Samoa;2012;65+;male;0,9328
Sao Tome and Principe;2012;15-24;female;0,9635
Sao Tome and Principe;2012;15-24;male;0,9712
Sao Tome and Principe;2012;15+;female;0,8544
Sao Tome and Principe;2012;15+;male;0,9496
Sao Tome and Principe;2012;25-64;female;0,8596
Sao Tome and Principe;2012;25-64;male;0,957
Sao Tome and Principe;2012;65+;female;0,3034
Sao Tome and Principe;2012;65+;male;0,7402
Serbia;2012;15-24;female;0,9967
Serbia;2012;15-24;male;0,9989
Serbia;2012;15-24;male;0,9888
Serbia;2012;15+;female;0,9373
Serbia;2012;15+;male;0,9637
Serbia;2012;25-64;female;0,9422
Serbia;2012;25-64;male;0,9748
Serbia;2012;65+;female;0,6915
Sierra Leone;2012;15-24;female;0,9801
Sierra Leone;2012;15-24;male;0,9934
Sierra Leone;2012;15+;female;0,8363
Sierra Leone;2012;15+;male;0,9722
Sierra Leone;2012;25-64;female;0,9532
Sierra Leone;2012;25-64;male;0,9747
Sierra Leone;2012;65+;female;0,3262
Sierra Leone;2012;65+;male;0,7749
Singapore;2012;15-24;female;0,9989
Singapore;2012;15-24;male;0,999
Singapore;2012;15+;female;0,9436
Singapore;2012;15+;male;0,9847
Singapore;2012;25-64;female;0,9626
Singapore;2012;25-64;male;0,9878
South Africa;2012;15-24;female;0,9927
South Africa;2012;15-24;male;0,985
South Africa;2012;15+;female;0,9259
South Africa;2012;15+;male;0,9496
South Africa;2012;25-64;female;0,9351
South Africa;2012;25-64;male;0,9498
South Africa;2012;65+;female;0,6556
South Africa;2012;65+;male;0,7557
Spain;2012;15-24;female;0,9971
Spain;2012;15-24;male;0,9964
Spain;2012;15+;female;0,9722
Spain;2012;15+;male;0,9861
Spain;2012;25-64;female;0,9892
Spain;2012;25-64;male;0,9909
Spain;2012;65+;female;0,9117
Spain;2012;65+;male;0,9608
Suriname;2012;15-24;female;0,9726
Suriname;2012;15-24;male;0,9809
Suriname;2012;15+;female;0,91
Suriname;2012;15+;male;0,9487
Suriname;2012;25-64;female;0,9177
Suriname;2012;25-64;male;0,9543
Suriname;2012;65+;female;0,7153
Suriname;2012;65+;male;0,8149
Swaziland;2012;15-24;female;0,9674
Swaziland;2012;15-24;male;0,8233
Swaziland;2012;15+;female;0,9014
Swaziland;2012;15+;male;0,6833
Swaziland;2012;25-64;female;0,9078
Swaziland;2012;25-64;male;0,6423
Swaziland;2012;65+;female;0,4958
Swaziland;2012;65+;male;0,243
Tonga;2012;15-24;female;0,9902
Tonga;2012;15-24;male;0,9687
Tonga;2012;15+;female;0,9492
Tonga;2012;15+;male;0,8022
Tonga;2012;25-64;female;0,965
Tonga;2012;25-64;male;0,8149
Tonga;2012;65+;female;0,7463
Tonga;2012;65+;male;0,2597
Tunisia;2012;15-24;female;0,9572
Tunisia;2012;15-24;male;0,9797
Tunisia;2012;15+;female;0,7216
Tunisia;2012;15+;male;0,8848
Tunisia;2012;25-64;female;0,7203
Tunisia;2012;25-64;male;0,9142
Tunisia;2012;65+;female;0,1098
Tunisia;2012;65+;male;0,4117
Turkey;2012;15-24;female;0,9841
Turkey;2012;15-24;male;0,9959
Turkey;2012;15+;female;0,916
Turkey;2012;15+;male;0,9826
Turkey;2012;25-64;female;0,9403
Turkey;2012;25-64;male;0,9895
Turkey;2012;65+;female;0,6318
Turkey;2012;65+;male;0,8929
Uganda;2012;15-24;female;0,8165
Uganda;2012;15-24;male;0,8576
Uganda;2012;15+;female;0,6197
Uganda;2012;15+;male;0,7912
Uganda;2012;25-64;female;0,5283
Uganda;2012;25-64;male;0,7634
Uganda;2012;65+;female;0,1788
Uganda;2012;65+;male;0,3608
Ukraine;2012;15-24;female;0,9998
Ukraine;2012;15-24;male;0,9996
Ukraine;2012;15+;female;0,9996
Ukraine;2012;15+;male;0,9999
Ukraine;2012;25-64;female;0,9996
Ukraine;2012;25-64;male;1
Ukraine;2012;65+;female;0,9993
Ukraine;2012;65+;male;1
United Republic of Tanzania;2012;15-24;female;0,8485
United Republic of Tanzania;2012;15-24;male;0,8717
United Republic of Tanzania;2012;15+;female;0,7335
United Republic of Tanzania;2012;15+;male;0,8338
United Republic of Tanzania;2012;25-64;female;0,7186
United Republic of Tanzania;2012;25-64;male;0,8408
United Republic of Tanzania;2012;65+;female;0,2981
United Republic of Tanzania;2012;65+;male;0,59
Uruguay;2012;15-24;female;0,993
Uruguay;2012;15-24;male;0,9863
Uruguay;2012;15+;female;0,9866
Uruguay;2012;15+;male;0,981
Uruguay;2012;25-64;female;0,9899
Uruguay;2012;25-64;male;0,9831
Uruguay;2012;65+;female;0,9706
Uruguay;2012;65+;male;0,9643
Viet Nam;2012;15-24;female;0,9997
Viet Nam;2012;15-24;male;0,8366
Viet Nam;2012;15+;female;0,9997
Viet Nam;2012;15+;male;0,702
Viet Nam;2012;25-64;female;0,9998
Viet Nam;2012;25-64;male;0,6403
Viet Nam;2012;65+;female;0,9995
Viet Nam;2012;65+;male;0,5796
Zambia;2012;15-24;female;0,9896
Zambia;2012;15-24;male;0,8594
Zambia;2012;15+;female;0,984
Zambia;2012;15+;male;0,781
Zambia;2012;25-64;female;0,9866
Zambia;2012;25-64;male;0,7769
Zambia;2012;65+;female;0,9681
Zambia;2012;65+;male;0,4358
Afghanistan;2018;15-24;female;0,5625
Afghanistan;2018;15-24;male;0,6542
Afghanistan;2018;15+;female;0,2981
Afghanistan;2018;15+;male;0,5548
Afghanistan;2018;25-64;female;0,1433
Afghanistan;2018;25-64;male;0,4538
Afghanistan;2018;65+;female;0,0347
Afghanistan;2018;65+;male;0,2475
Albania;2018;15-24;female;0,9963
Albania;2018;15-24;male;0,9905
Albania;2018;15+;female;0,9776
Albania;2018;15+;male;0,9851
Albania;2018;25-64;female;0,9885
Albania;2018;25-64;male;0,9921
Albania;2018;65+;female;0,9182
Albania;2018;65+;male;0,9502
Algeria;2018;15-24;female;0,9725
Algeria;2018;15-24;male;0,9759
Algeria;2018;15+;female;0,7532
Algeria;2018;15+;male;0,8742
Algeria;2018;25-64;female;0,764
Algeria;2018;25-64;male;0,8938
Algeria;2018;65+;female;0,1975
Algeria;2018;65+;male;0,4789
Argentina;2018;15-24;female;0,9976
Argentina;2018;15-24;male;0,9924
Argentina;2018;15+;female;0,9906
Argentina;2018;15+;male;0,9894
Argentina;2018;25-64;female;0,9941
Argentina;2018;25-64;male;0,9902
Argentina;2018;65+;female;0,9718
Argentina;2018;65+;male;0,9815
Aruba;2018;15-24;female;0,9939
Aruba;2018;15-24;male;0,996
Aruba;2018;15+;female;0,9781
Aruba;2018;15+;male;0,978
Aruba;2018;25-64;female;0,9851
Aruba;2018;25-64;male;0,9799
Aruba;2018;65+;female;0,938
Aruba;2018;65+;male;0,9472
Azerbaijan;2018;15-24;female;0,9951
Azerbaijan;2018;15-24;male;0,9933
Azerbaijan;2018;15+;female;0,99
Azerbaijan;2018;15+;male;0,9814
Azerbaijan;2018;25-64;female;0,9923
Azerbaijan;2018;25-64;male;0,9903
Azerbaijan;2018;65+;female;0,9758
Azerbaijan;2018;65+;male;0,9336
Bahrain;2018;15-24;female;0,993
Bahrain;2018;15-24;male;0,9998
Bahrain;2018;15+;female;0,9495
Bahrain;2018;15+;male;0,9876
Bahrain;2018;25-64;female;0,9625
Bahrain;2018;25-64;male;0,9903
Bahrain;2018;65+;female;0,5569
Bahrain;2018;65+;male;0,8513
Bangladesh;2018;15-24;female;0,9491
Bangladesh;2018;15-24;male;0,918
Bangladesh;2018;15+;female;0,7118
