Country;Year;Age;Sex;Rate
Ukraine;2012;25-64;female;0.7559
Ukraine;2012;25-64;male;0.1144
United Republic of Tanzania;2012;25-64;female;0.1983
United Republic of Tanzania;2012;25-64;male;0.1373
Uruguay;2012;25-64;female;0.255
Uruguay;2012;25-64;male;0.9826
Viet Nam;2012;25-64;female;0.9608
Viet Nam;2012;25-64;male;0.8149
Zambia;2012;25-64;female;0.59
Zambia;2012;25-64;male;0.9643
