Country;Year;Age;Sex;Rate
Pakistan;2018;15-24;female;0.8131
Pakistan;2018;15+;female;0.9914
Pakistan;2018;25-64;female;0.6019
Pakistan;2018;65+;female;0.9807
Palestine;2018;15-24;female;0.4248
Palestine;2018;15+;female;0.7464
Palestine;2018;25-64;female;0.4908
Palestine;2018;65+;female;0.8538
Panama;2018;15-24;female;0.984
Panama;2018;15+;female;0.8074
Panama;2018;25-64;female;0.9631
Panama;2018;65+;female;0.9956
Paraguay;2018;15-24;female;0.8398
Paraguay;2018;15+;female;0.9975
Paraguay;2018;25-64;female;0.7543
Paraguay;2018;65+;female;0.9394
Peru;2018;15-24;female;0.9703
Peru;2018;15+;female;0.9954
Peru;2018;25-64;female;0.9152
Peru;2018;65+;female;0.9672
Portugal;2018;15-24;female;0.974
Portugal;2018;15+;female;0.989
Portugal;2018;25-64;female;0.9565
Portugal;2018;65+;female;0.9853
Republic of Moldova;2018;15-24;female;0.9906
Republic of Moldova;2018;15+;female;0.9914
Republic of Moldova;2018;25-64;female;0.9631
Republic of Moldova;2018;65+;female;0.9679
Romania;2018;15-24;female;0.9867
Romania;2018;15+;female;0.9933
Romania;2018;25-64;female;0.9623
Romania;2018;65+;female;0.7107
Rwanda;2018;15-24;female;0.917
Rwanda;2018;15+;female;0.792
Rwanda;2018;25-64;female;0.9855
Rwanda;2018;65+;female;0.9611
Samoa;2018;15-24;female;0.0347
Samoa;2018;15+;female;0.1975
Samoa;2018;25-64;female;0.938
Samoa;2018;65+;female;0.5569
San Marino;2018;15-24;female;0.993
San Marino;2018;15+;female;0.7854
San Marino;2018;25-64;female;0.7794
San Marino;2018;65+;female;0.0414
Sao Tome and Principe;2018;15-24;female;0.2528
Sao Tome and Principe;2018;15+;female;0.7797
Sao Tome and Principe;2018;25-64;female;0.0568
Sao Tome and Principe;2018;65+;female;0.9318
Serbia;2018;15-24;female;0.8437
Serbia;2018;15+;female;0.6136
Serbia;2018;25-64;female;0.9783
Serbia;2018;65+;female;0.5674
Seychelles;2018;15-24;female;0.5742
Seychelles;2018;15+;female;0.3029
Seychelles;2018;25-64;female;0.9713
Seychelles;2018;65+;female;0.9733
Sierra Leone;2018;15-24;female;0.437
Sierra Leone;2018;15+;female;0.9616
Sierra Leone;2018;25-64;female;0.4924
Sierra Leone;2018;65+;female;0.8967
Singapore;2018;15-24;female;0.7744
Singapore;2018;15+;female;0.9504
Singapore;2018;25-64;female;0.9144
South Sudan;2018;15-24;female;0.5768
South Sudan;2018;15+;female;0.5487
South Sudan;2018;25-64;female;0.5721
South Sudan;2018;65+;female;0.684
Spain;2018;15-24;female;0.8507
Spain;2018;15+;female;0.9748
Spain;2018;25-64;female;0.9802
Spain;2018;65+;female;0.4034
Sudan;2018;15-24;female;0.8096
Sudan;2018;15+;female;0.0639
Sudan;2018;25-64;female;0.1625
Sudan;2018;65+;female;0.5229
Suriname;2018;15-24;female;0.9926
Suriname;2018;15+;female;0.9732
Suriname;2018;25-64;female;1
Suriname;2018;65+;female;0.4322
Swaziland;2018;15-24;female;0.4686
Swaziland;2018;15+;female;0.9502
Swaziland;2018;25-64;female;0.9815
Swaziland;2018;65+;female;0.9336
Timor-Leste;2018;15-24;female;0.5307
Timor-Leste;2018;15+;female;0.1631
Timor-Leste;2018;25-64;female;0.4012
Timor-Leste;2018;65+;female;0.903
Tonga;2018;15-24;female;0.1579
Tonga;2018;15+;female;0.5452
Tonga;2018;25-64;female;0.8344
Tonga;2018;65+;female;0.8781
Tunisia;2018;15-24;female;0.3084
Tunisia;2018;15+;female;0.2911
Tunisia;2018;25-64;female;0.4538
Tunisia;2018;65+;female;0.4389
Turkey;2018;15-24;female;0.6497
Turkey;2018;15+;female;0.6521
Turkey;2018;25-64;female;0.8461
Turkey;2018;65+;female;0.3573
Uganda;2018;15-24;female;0.9646
Uganda;2018;15+;female;0.888
Uganda;2018;25-64;female;0.8488
Uganda;2018;65+;female;0.2674
Ukraine;2018;15-24;female;0.9336
Ukraine;2018;15+;female;0.9836
Ukraine;2018;25-64;female;0.5142
Ukraine;2018;65+;female;0.415
Uruguay;2018;15-24;female;0.4011
Uruguay;2018;15+;female;0.1908
Uruguay;2018;25-64;female;0.8502
Uruguay;2018;65+;female;0.9061
Vanuatu;2018;15-24;female;0.8067
Vanuatu;2018;15+;female;0.5068
Vanuatu;2018;25-64;female;0.9976
Vanuatu;2018;65+;female;0.9898
Viet Nam;2018;15-24;female;0.0971
Viet Nam;2018;15+;female;0.9713
Viet Nam;2018;25-64;female;0.8618
Viet Nam;2018;65+;female;0.2141
Zambia;2018;15-24;female;0.697
Zambia;2018;15+;female;0.6591
Zambia;2018;25-64;female;0.9729
Zambia;2018;65+;female;0.9449
