Country;Year;Age;Sex;Rate
Serbia;2012;15+;female;0.6458
Serbia;2012;15+;male;0.4857
Sierra Leone;2012;15+;female;0.7182
Sierra Leone;2012;15+;male;0.79
Singapore;2012;15+;female;0.883
Singapore;2012;15+;male;0.0949
South Africa;2012;15+;female;0.5281
South Africa;2012;15+;male;0.9439
Spain;2012;15+;female;0.6556
Spain;2012;15+;male;0.9117
Suriname;2012;15+;female;0.9993
Suriname;2012;15+;male;0.2981
Swaziland;2012;15+;female;0.9876
Swaziland;2012;15+;male;0.942
Tonga;2012;15+;female;0.8515
Tonga;2012;15+;male;0.7387
Tunisia;2012;15+;female;0.8332
Tunisia;2012;15+;male;0.2186
Turkey;2012;15+;female;0.7726
Turkey;2012;15+;male;0.4113
Uganda;2012;15+;female;0.567
Uganda;2012;15+;male;0.4489
Ukraine;2012;15+;female;0.9522
Ukraine;2012;15+;male;0.6085
United Republic of Tanzania;2012;15+;female;0.9811
United Republic of Tanzania;2012;15+;male;0.2898
Uruguay;2012;15+;female;0.8039
Uruguay;2012;15+;male;0.8939
Viet Nam;2012;15+;female;0.7749
Viet Nam;2012;15+;male;0.7557
Zambia;2012;15+;female;0.3608
Zambia;2012;15+;male;1
